location,title,date,url,excerpt,source,keywords,is_theft_related,is_business_related
California,"Man Pleads Guilty in Attacks on Jewelers in Costa Mesa and Yorba Linda, California",,https://jewelerssecurity.org/man-pleads-guilty-in-attacks-on-jewelers-in-costa-mesa-and-yorba-linda-california/,,Jewelers Security Alliance,jewelers,True,True
California,“It happened so fast”: 8 armed suspects clear out jewelry store,,https://jewelerssecurity.org/it-happened-so-fast-8-armed-suspects-clear-out-jewelry-store/,"OAKLAND, Calif. (KGO) – April 14, 2024 – One of the oldest jewelry stores in Oakland, California, is picking up...",Jewelers Security Alliance,jewelry,True,True
California,Smash & Grab Robber Arrested,,https://jewelerssecurity.org/smash-grab-robber-arrested/,"La Mesa, California – April 6, 2024 – A 31-year-old man who allegedly pulled a hammer out of his waistband...",Jewelers Security Alliance,robber,True,False
California,Burglars break through drywall before stealing from Santee Alley Jewelry store,,https://jewelerssecurity.org/burglars-break-through-drywall-before-stealing-from-santee-alley-jewelry-store/,"Santee Alley, Los Angeles, CA – March 22, 2024 – Security camera footage captured the moments after a pair of...",Jewelers Security Alliance,jewelry,True,True
California,Santa Barbara Police Arrest Suspected Jewelry Store Thief with Loaded Gun,,https://jewelerssecurity.org/santa-barbara-police-arrest-suspected-jewelry-store-thief-with-loaded-gun/,"Santa Barbara, California -March 18, 2024 – Detectives with the Santa Barbara Police Department have arrested a suspect in a...",Jewelers Security Alliance,jewelry,True,True
California,"Video shows smash-and-grab robbers at Citrus Heights, California jeweler",,https://jewelerssecurity.org/video-shows-smash-and-grab-robbers-at-citrus-heights-california-jeweler/,"CITRUS HEIGHTS, CA – March 11, 2024 – Authorities are searching for three subjects in a smash-and-grab robbery at a...",Jewelers Security Alliance,"robbery,smash-and-grab,jeweler",True,True
California,"WANTED- Self-described influencer identified in string of jewelry store thefts in San Diego County and possibly, elsewhere",,https://jewelerssecurity.org/wanted-self-described-influencer-identified-in-string-of-jewelry-store-thefts-in-san-diego-county-and-possibly-elsewhere/,"EL CAJON, Calif. – January 22, 2024 – Investigators are on the hunt for a woman wanted for a string...",Jewelers Security Alliance,"thefts,jewelry",True,True
California,Women sentenced to two years in prison for Palm Desert smash-and-grab robbery,,https://jewelerssecurity.org/women-sentenced-to-two-years-in-prison-for-palm-desert-smash-and-grab-robbery/,"Palm Desert, California – January 10, 2024 – Two women who took part in a smash-and-grab robbery, allegedly with four...",Jewelers Security Alliance,"robbery,smash-and-grab",True,False
California,"Subjects ram SUV into jewelry store during heist, video shows",,https://jewelerssecurity.org/thieves-ram-suv-into-sherman-oaks-jewelry-store-during-heist-video-shows/,"LOS ANGELES, CA – On November 18, 2023, a jewelry store was left picking up the pieces after a brazen vehicle...",Jewelers Security Alliance,jewelry,True,True
California,Six Suspects Arrested Following Smash and Grab Robbery,,https://jewelerssecurity.org/riverside-county-jewelry-heist-six-suspects-arrested-have-la-county-san-bernardino-ties/,"Palm Desert, CA � November 10, 2023 – The Riverside County Sheriff’s Department has arrested a total of six suspects...",Jewelers Security Alliance,"robbery,smash and grab",True,False
California,Burglars cut through safe without stepping into store!,,https://jewelerssecurity.org/burglars-cut-through-safe/,"Dinuba, CA – On January 11, 2020, at approximately 2:03 a.m., burglars stole more than $100,000 in cash and jewelry....",Jewelers Security Alliance,"stole,jewelry",True,True
California,Smash & grab robbery mistaken for active shooter,,https://jewelerssecurity.org/smash-grab-robbery-mistaken-for-active-shooter/,"Montebello, CA – On December 23, 2019, at approximately 5:20 p.m., several subjects committed a smash & grab robbery at...",Jewelers Security Alliance,robbery,True,False
California,Violent Gunpoint Robbery,,https://jewelerssecurity.org/violent-gunpoint-robbery/,"On August 3, 2019, a 211 PC Robbery at Gunpoint occurred at a jewelry store in Santa Barbara, CA. The...",Jewelers Security Alliance,"robbery,jewelry",True,True
California,Shots Fired in Gunpoint Robbery,,https://jewelerssecurity.org/shots-fired-in-gunpoint-robbery/,"San Diego, CA – On January 10, 2017, at approximately 4:15 p.m., three masked suspects committed a gunpoint robbery.",Jewelers Security Alliance,robbery,True,False
California,Smash and Grab Robbery,,https://jewelerssecurity.org/smash-and-grab-robbery/,"A team of three suspects committed a smash and grab robbery of a jewelry store in Santa Barbara, California on...",Jewelers Security Alliance,"robbery,smash and grab,jewelry",True,True
California,Two Armed Suspects Steal Jewelry from Behind Counter,,https://jewelerssecurity.org/two-armed-suspects-steal-jewelry-from-behind-counter/,"Half Moon Bay, CA � February 8, 2016",Jewelers Security Alliance,"steal,jewelry",True,True
Georgia,"NEWNAN, GA- GRAB AND RUN.",,https://jewelerssecurity.org/newnan-ga-grab-and-run/,"Newnan, GA– On March 21, 2025 at the Ashley Park Mall in Newnan, GA, a Jeweler was the victim of...",Jewelers Security Alliance,jeweler,True,True
Georgia,"Atlanta, GA- Tennessee jewelry stores targeted in $1.7 million heist spree: trio sentenced.",,https://jewelerssecurity.org/atlanta-ga-tennessee-jewelry-stores-targeted-in-1-7-million-heist-spree-trio-sentenced/,"Atlanta, GA– Three men who orchestrated a multi-state jewelry store burglary spree, stealing approximately $1.7 million in merchandise, have been...",Jewelers Security Alliance,"burglary,jewelry",True,True
Georgia,"POOLER, GA- GRAB AND RUN",,https://jewelerssecurity.org/pooler-ga-grab-and-run/,"Pooler, GA– On February 14, 2025, at the Tanger Outlets, a grab and run theft was reported at a jewelry...",Jewelers Security Alliance,"theft,jewelry",True,True
Georgia,"Atlanta, GA- Police seek thief who stole $240,000 item from Roswell Road jewelry store.",,https://jewelerssecurity.org/atlanta-ga-police-seek-thief-who-stole-240000-item-from-roswell-road-jewelry-store/,"Atlanta, GA – Police are asking for the public’s help in locating a thief who stole jewelry valued at $240,000...",Jewelers Security Alliance,"stole,jewelry",True,True
Georgia,"BUFORD, GA- GRAB AND RUN.",,https://jewelerssecurity.org/buford-ga-grab-and-run/,"Buford, GA– On December 13, 2024, an unknown guest entered the store and asked to see men’s bracelets. The associate...",Jewelers Security Alliance,,False,True
Georgia,"Dunwoody, GA- GRAB AND RUN.",,https://jewelerssecurity.org/dunwoody-ga-grab-and-run/,"Dunwoody, GA– On December 07, 2024, a jeweler reported a theft at the Perimeter Mall, in which a lone male...",Jewelers Security Alliance,"theft,jeweler",True,True
Georgia,Burglars target Forsyth County jewelry store in large heist,,https://jewelerssecurity.org/smash-and-grab-burglars-target-forsyth-county-jewelry-store-in-6-figure-heist/,"FORSYTH COUNTY, GA. – A significant amount of jewelry was stolen in a burglary at a jewelry store in Forsyth...",Jewelers Security Alliance,"stolen,burglary,jewelry",True,True
Georgia,Jewelry store owner hits subjects with jar of pickles,,https://jewelerssecurity.org/jewelry-store-owner-hits-subjects-with-jar-of-pickles/,"Sandy Springs, GA – On January 25, 2019, at approximately 4:21 p.m., three subjects entered a jewelry store and smashed...",Jewelers Security Alliance,jewelry,True,True
Texas,"Harris County, TX- 4 ARRESTED in connection with a string of smash-and-grab robberies at several NW Harris County jewelry stores",,https://jewelerssecurity.org/harris-county-tx-4-arrested-in-connection-with-a-string-of-smash-and-grab-robberies-at-several-nw-harris-county-jewelry-stores/,"HARRIS COUNTY, Texas — Four people have been arrested and charged in connection with a string of smash-and-grab robberies, according...",Jewelers Security Alliance,"robberies,smash-and-grab,jewelry",True,True
Texas,"BELLAIRE, Texas- ‘They knew what they were doing’: Bellaire jewelry store owner followed home and robbed.",,https://jewelerssecurity.org/bellaire-texas-they-knew-what-they-were-doing-bellaire-jewelry-store-owner-followed-home-and-robbed/,"BELLAIRE, Texas – Two men are under arrest after a Bellaire man was boxed into his driveway and robbed.",Jewelers Security Alliance,"robbed,jewelry",True,True
Texas,"ARLINGTON, TX- SMASH AND GRAB ROBBERY",,https://jewelerssecurity.org/arlington-tx-smash-and-grab-robbery/,"Arlington, TX- On December 20, 2024 at the Village by the Park mall, a jewelery store reported a smash and...",Jewelers Security Alliance,"robbery,smash and grab,jewelery",True,True
Texas,5 Masked Subjects Commit Smash and Grab in Mall,,https://jewelerssecurity.org/5-masked-subjects-commit-smash-and-grab-in-mall/,"Temple, TX – On December 12, 2024, at 7:54 p.m., a jewelry store experienced a smash & grab robbery. Upon...",Jewelers Security Alliance,"robbery,smash and grab,jewelry",True,True
Texas,"Temple, TX- GRAB AND RUN",,https://jewelerssecurity.org/temple-tx-grab-and-run/,"Temple, TX- On November 26, 2024, a suspect entered the jewelry store at the Temple Mall wearing medical scrubs and...",Jewelers Security Alliance,jewelry,True,True
Texas,"Houston, TX – Surveillance video captures smash-and-grab robbery; thieves steal $20K worth of jewelry.",,https://jewelerssecurity.org/houston-tx-surveillance-video-captures-smash-and-grab-robbery-thieves-steal-20k-worth-of-jewelry/,"Houston, Texas- Security cameras captured a swift and aggressive robbery at a jewelry store in Houston earlier this week. The crime took...",Jewelers Security Alliance,"steal,robbery,smash-and-grab,jewelry",True,True
Texas,"ROCKWALL, TX- GRAB AND RUN.",,https://jewelerssecurity.org/rockwall-tx-grab-and-run/,"Rockwall, Tx- a lone suspect entered a jewelry store at the Plaza of Rockwall Mall while talking on his phone...",Jewelers Security Alliance,jewelry,True,True
Texas,"College Station, TX- Police investigating robbery at jewelry store in mall.",,https://jewelerssecurity.org/college-station-tx-police-investigating-robbery-at-jewelry-store-in-mall/,"COLLEGE STATION, Texas- The College Station Police Department is investigating a robbery inside Post Oak Mall on Monday. Police responded...",Jewelers Security Alliance,"robbery,jewelry",True,True
Texas,"UPDATE:  Teens arrested after robbing jewelry store at Fort Worth mall with hammers, police say",,https://jewelerssecurity.org/update-teens-arrested-after-robbing-jewelry-store-at-fort-worth-mall-with-hammers-police-say/,"Fort Worth, TX- Fort Worth police arrested two teenagers in connection with a recent robbery at a Jewelry store in...",Jewelers Security Alliance,"robbery,jewelry",True,True
Texas,"GRAB AND RUN- Houston, TX",,https://jewelerssecurity.org/grab-and-run-houston-tx-6/,"Houston, TX– On November 1, 2024, a suspect had been in and out of a Jewlery store at the Willow...",Jewelers Security Alliance,,False,True
Texas,"Ft. Worth, TX- Police are searching for suspects in Smash and Grab robbery of Jewelry Store.",,https://jewelerssecurity.org/ft-worth-tx-police-are-searching-for-suspects-in-smash-and-grab-robbery-of-jewelry-store/,,Jewelers Security Alliance,"robbery,smash and grab,jewelry",True,True
Texas,"Man accused in Texas jewelry store heist arrested in Palm Coast, FL",,https://jewelerssecurity.org/man-accused-in-texas-jewelry-store-heist-arrested-in-palm-coast-fl/,,Jewelers Security Alliance,jewelry,True,True
Texas,Jeweler targeted in home invasion,,https://jewelerssecurity.org/jeweler-targeted-in-home-invasion/,"Dalworthington Gardens, TX – On December 16, 2019, at approximately 5:45 p.m., two masked men broke into a home while...",Jewelers Security Alliance,jeweler,True,True
Texas,Smash and Grab Suspect,,https://jewelerssecurity.org/smash-and-grab-suspect-2/,"The Woodlands, TX �” On January 3, 2017, at approximately 10:40 a.m., a suspect spray painted the store’s surveillance camera.",Jewelers Security Alliance,smash and grab,True,True
Arizona,"GRAB AND RUN- TEMPE, AZ",,https://jewelerssecurity.org/grab-and-run-tempe-az-4/,"Tempe, AZ– On February 04, 2025, it was reported that a grab and run incident occurred at THE Arizona Mills...",Jewelers Security Alliance,,False,False
Arizona,"Phoenix, AZ- ARRESTED: Two individuals stole $125,000 worth of jewelry from Valley stores, police said",,https://jewelerssecurity.org/phoenix-az-arrested-two-individuals-stole-125000-worth-of-jewelry-from-valley-stores-police-said/,"PHOENIX, AZ — Two people who police said stole $125,000 worth of jewelry from multiple Valley stores in the span...",Jewelers Security Alliance,"stole,jewelry",True,True
Arizona,"Phoenix, AZ- GRAB AND RUN.",,https://jewelerssecurity.org/phoenix-az-grab-and-run/,"Phoenix, AZ– On December 01, 2024, at the Desert Sky Mall, it was reported that a grab and run incident...",Jewelers Security Alliance,,False,True
Arizona,Man sentenced to 23 years in prison for robbery of Costa Mesa jeweler,,https://jewelerssecurity.org/man-sentenced-to-23-years-in-prison-for-robbery-of-costa-mesa-jeweler/,,Jewelers Security Alliance,"robbery,jeweler",True,True
Other,"Westchester County, NY – Sledgehammer-wielding NY crooks who jacked $1.7 million in Rolex watches, jewelry nabbed in NJ.",,https://jewelerssecurity.org/westchester-county-ny-sledgehammer-wielding-ny-crooks-who-jacked-1-7-million-in-rolex-watches-jewelry-nabbed-in-nj/,"Westchester County, NY- Two sledgehammer-wielding thugs who helped jack $1.7 million in jewelry and watches — including 70 Rolexes —...",Jewelers Security Alliance,"jewelry,watches,rolex",True,True
Other,"PLAINFIELD, INDIANA- GRAB AND RUN",,https://jewelerssecurity.org/plainfield-indiana-grab-and-run/,"Plainfield, Indiana– On March 22, 2025, a jewelry store reported one male suspect came in the store saying he was...",Jewelers Security Alliance,jewelry,True,True
Other,"INDIANAPOLIS, INDIANA – GRAB AND RUN",,https://jewelerssecurity.org/indianapolis-indiana-grab-and-run/,"Indianapolis, Indiana – On March 20, 2025, a jewelry store reported one male suspect came in the store saying he...",Jewelers Security Alliance,jewelry,True,True
Other,"Orlando, Florida – Suspect steals $800K in jewelry from Tiffany & Co., swallows evidence during arrest.",,https://jewelerssecurity.org/orlando-florida-suspect-steals-800k-in-jewelry-from-tiffany-co-swallows-evidence-during-arrest/,"ORLANDO, Fla. — A brazen thief got away with nearly $ 800,000 worth of luxury jewelry from the Tiffany’s store...",Jewelers Security Alliance,jewelry,True,True
Other,"Brooklyn, NY- Suspect accused of stealing $6K ring from Brooklyn jewelry store: NYPD",,https://jewelerssecurity.org/brooklyn-ny-suspect-accused-of-stealing-6k-ring-from-brooklyn-jewelry-store-nypd/,"WILLIAMSBURG, Brooklyn – Police are searching for a suspect accused of stealing from a Brooklyn jewelry store on Feb. 13,...",Jewelers Security Alliance,"jewelry,ring",True,True
Other,"Charlotte, NC – Three people wanted for stealing jewelry from Charlotte pawn shop",,https://jewelerssecurity.org/three-people-wanted-for-stealing-jewelry-from-charlotte-pawn-shop/,"Charlotte, NC– Three people are wanted after pictures capture them smashing display cases at a Charlotte pawn shop, according to...",Jewelers Security Alliance,jewelry,True,True
Other,"Kennewick, WA- Jewelry theft suspect sought by Kennewick Police.",,https://jewelerssecurity.org/kennewick-wa-jewelry-theft-suspect-sought-by-kennewick-police/,"Kennewick, WA – A jewelry store in the 5200 block of W Clearwater Ave was the site of a felony...",Jewelers Security Alliance,"theft,jewelry",True,True
Other,"PULALLUP, WA- BURGLARY AT THE SOUTH HILL MALL.",,https://jewelerssecurity.org/pulallup-wa-burglary-at-the-south-hill-mall/,"Puyallup, WA– at the South Hill Mall, a burglary was reported. Just prior to the mall opening, 2 suspects broke...",Jewelers Security Alliance,burglary,True,True
Other,"Charlotte, NC- Suspect used sledgehammer to smash display case at SouthPark Mall, CMPD says",,https://jewelerssecurity.org/charlotte-nc-suspect-used-sledgehammer-to-smash-display-case-at-southpark-mall-cmpd-says/,"CHARLOTTE, N.C. — Detectives are asking for the public’s help identifying a man who used a sledgehammer to smash a...",Jewelers Security Alliance,,False,True
Other,"West Allis, WI- pawn shop jewelry theft; 2 men from out of state ARRESTED!",,https://jewelerssecurity.org/west-allis-wi-pawn-shop-jewelry-theft-2-men-from-out-of-state-arrested/,"West Allis, WI- More than $30,000 worth of jewelry was stolen from a West Allis pawn shop.Two men – one...",Jewelers Security Alliance,"theft,stolen,jewelry",True,True
Other,"Puyallup, WA- Jewelry kiosk inside Puyallup mall burglarized",,https://jewelerssecurity.org/puyallup-wa-jewelry-kiosk-inside-puyallup-mall-burglarized/,"PUYALLUP, Wash. — A jewelry kiosk inside a Puyallup mall was burglarized. Puyallup police told KIRO 7 News that multiple...",Jewelers Security Alliance,jewelry,True,True
Other,"Newark, NJ- ARRESTED- Crew broke into N.J. store through ceiling. Member caught with $10K watch arrested, cops say.",,https://jewelerssecurity.org/newark-nj-arrested-crew-broke-into-n-j-store-through-ceiling-member-caught-with-10k-watch-arrested-cops-say/,"Newark, NJ– A member of a South American theft group was charged with federal crimes after he was caught with...",Jewelers Security Alliance,theft,True,True
Other,"Greece, NY- Three people arrested following smash-and-grab robbery at Greece Ridge mall jewelry store",,https://jewelerssecurity.org/greece-ny-three-people-arrested-following-smash-and-grab-robbery-at-greece-ridge-mall-jewelry-store/,"Greece, N.Y. — Three people face charges in connection with a jewelry store robbery at The Mall at Greece Ridge...",Jewelers Security Alliance,"robbery,smash-and-grab,jewelry",True,True
Other,"Kansas City, MO- Armed robbery of North KC business leads to charges for 2",,https://jewelerssecurity.org/kansas-city-mo-armed-robbery-of-north-kc-business-leads-to-charges-for-2/,"KANSAS CITY, Mo. – Two men have been arrested and charged after the armed robbery of a North Kansas City...",Jewelers Security Alliance,robbery,True,True
Other,"Miami-FL- Feds arrest ‘goons’ they say plotted to kidnap, rob Miami jeweler: ‘One good bop should do it’",,https://jewelerssecurity.org/miami-fl-feds-arrest-goons-they-say-plotted-to-kidnap-rob-miami-jeweler-one-good-bop-should-do-it/,"MIAMI, FL- A group of men identified by a ringleader as “goons” were plotting through a messaging app to kidnap...",Jewelers Security Alliance,"rob,jeweler",True,True
Other,"New York, NY- NYPD Hunts for Suspects in $163K Jewelry Heist Spree in Manhattan and Queens.",,https://jewelerssecurity.org/new-york-ny-nypd-hunts-for-suspects-in-163k-jewelry-heist-spree-in-manhattan-and-queens/,"New York, NY– New York City’s NYPD is actively searching for two individuals connected to a series of daring robberies...",Jewelers Security Alliance,"robberies,jewelry",True,True
Other,"Bloomington, IL- ‘Smash and grab’ burglary ignites false rumors of gunfire at Bloomington mall",,https://jewelerssecurity.org/smash-and-grab-burglary-ignites-false-rumors-of-gunfire-at-bloomington-mall/,"BLOOMINGTON, IL- Bloomington Police are investigating a “smash and grab” burglary Saturday evening at an Eastland Mall jewelry store and...",Jewelers Security Alliance,"burglary,smash and grab,jewelry",True,True
Other,"Jeweler Killed- Ft. Lauderdale, FL- ‘Family friend’ killed Fort Lauderdale jeweler over Rolex deal ‘gone bad,’ cops say.",,https://jewelerssecurity.org/jeweler-killed-ft-lauderdale-fl-family-friend-killed-fort-lauderdale-jeweler-over-rolex-deal-gone-bad-cops-say/,"FORT LAUDERDALE, Fla. – Arrest documents obtained by Local 10 News on Monday are shedding new light on the murder of a...",Jewelers Security Alliance,"jeweler,rolex",True,True
Other,"Greece, NY: Thieves caught on camera stealing $90k from jewelry store at the Mall at Greece Ridge.",,https://jewelerssecurity.org/greece-ny-thieves-caught-on-camera-stealing-90k-from-jewelry-store-at-the-mall-at-greece-ridge/,"Greece, NY– (January 09, 2025) Police say eight suspects went into the mall, six went to Dubai Jewelry, and two...",Jewelers Security Alliance,jewelry,True,True
Other,"GASTONIA, NC – ATT. BURGLARY OF JEWELRY KIOSK.",,https://jewelerssecurity.org/gastonia-nc-att-burglary-of-jewelry-kiosk/,"On January 03, 2025, three unidentified male suspects approached and jumped the gate of the Jewelry Kiosk at the Eastridge...",Jewelers Security Alliance,"burglary,jewelry",True,True
Other,"Rochester Hills, MI- 2 accused of killing jeweler after posing as DTE workers at Rochester Hills home bound over for trial.",,https://jewelerssecurity.org/rochester-hills-mi-2-accused-of-killing-jeweler-after-posing-as-dte-workers-at-rochester-hills-home-bound-over-for-trial/,"Rochester Hills, MI– The widow of a slain Hamtramck jeweler repeatedly asked two men who posed as DTE workers checking...",Jewelers Security Alliance,jeweler,True,True
Other,"LITTLE ROCK, AR- GRAB AND RUN.",,https://jewelerssecurity.org/little-rock-ar-grab-and-run-2/,"Little Rock, AR– On December 20, 2024, a grab and run theft incident was reported by a lone male entered...",Jewelers Security Alliance,theft,True,False
Other,"ST GEORGE, UTAH- BURGLARY of JEWELRY STORE.",,https://jewelerssecurity.org/st-george-utah-burglary-of-jewelry-store/,"St. George, Utah– On December 23, 2024, at the Red Cliffs Mall- it was reported that a burglary incident occurred...",Jewelers Security Alliance,"burglary,jewelry",True,True
Other,"ALTOONA, IA- GRAB AND RUN",,https://jewelerssecurity.org/altoona-ia-grab-and-run/,"Altoona, IA– On December 23, 2024, A Jewelry store was the victim of a grab and run theft. A lone...",Jewelers Security Alliance,"theft,jewelry",True,True
Other,"North Attleboro, MA – GRAB AND RUN (REPEAT OFFENDER)",,https://jewelerssecurity.org/north-attleboro-ma-grab-and-run-repeat-offender/,"North Attleboro, MA– On 12/19/2024, a lone male suspect entered the store. The suspect alleged he was looking to purchase...",Jewelers Security Alliance,,False,True
Other,"College Point, NY- Siblings charged in connection to violent Astoria jewel heist: NYPD",,https://jewelerssecurity.org/college-point-ny-siblings-charged-in-connection-to-violent-astoria-jewel-heist-nypd/,"Queens, NY– (December 22, 2024) A pair of siblings from College Point were arrested in Bayside on the morning of...",Jewelers Security Alliance,,False,False
Other,"Jacksonville, FL- Jewelry Store Robber Sentenced To Over 12 Years For East Coast Robbery Conspiracy.",,https://jewelerssecurity.org/jacksonville-fl-jewelry-store-robber-sentenced-to-over-12-years-for-east-coast-robbery-conspiracy/,"Jacksonville, Florida – (December 20, 2024) U.S. District Judge Harvey E. Schlesinger today sentenced Jameise Vaughn Christian (22, Washington, DC) to 12 years...",Jewelers Security Alliance,"robbery,robber,jewelry",True,True
